page	contenu	tome	ID	cID	lieu	test_lieu
200	Négociant à La Rochelle.	9	P9860	C36002	['La Rochelle']	La Rochelle
203	Mousse à bord du Vautour. Congé. Il lui est dû 39 livres .	9	P10026	C36570	['Vautour']	Vautour
208	Pilote lamaneur à Saint Palais.	9	P10262	C37477	['Saint Palais']	Saint Palais
208	Recevoir les toiles rentrées dans les magasins de Brest et de Rochefort.	9	P10305	C37561	['Brest', 'Rochefort']	Brest,Rochefort
209	Commande la flûte La Charente. Vient de la Louisiane.	9	P10402	C37873	['Louisiane']	Louisiane
209	Commande la flûte La Charente. Vient de la Louisiane.	9	P10402	C37874	['Louisiane']	Louisiane
209	Commande la flûte La Charente. Vient de la Louisiane.	9	P10402	C37875	['Louisiane']	Louisiane
210	A relâché à l’ ile d’Aix.	9	P10402	C37871	['Aix']	Aix
210	A relâché à l’ ile d’Aix.	9	P10402	C37872	['Aix']	Aix
210	Gouverneur des Trois Rivières .	9	P10403	C37877	['Trois Rivières']	Trois Rivières
210	Gouverneur des Trois Rivières .	9	P10403	C37878	['Trois Rivières']	Trois Rivières
210	Lui accorder trois tonneaux de fret sur Le Rubis.	9	P10403	C37879	['Le Rubis']	Le Rubis
210	Lui accorder trois tonneaux de fret sur Le Rubis.	9	P10403	C37880	['Le Rubis']	Le Rubis
211	Va s’établir à Cayenne. Sera passager sur la flûte la Gironde.	9	P10486	C38127	['Cayenne', 'Gironde']	Cayenne,Gironde
212	Habitant de Petit-Goave condamné à perpétuité .	9	P10502	C38168	['Petit-Goave']	Petit-Goave
212	Décédé en prison, à Rochefort.	9	P10502	C38167	['Rochefort']	Rochefort
213	Arrivé à Rochefort.	9	P10585	C38425	['Rochefort']	Rochefort
213	Descendu à l’ile d’ Aix.	9	P10585	C38428	['Aix']	Aix
213	A  apporté de la Louisiane deux pièces de bois de chêne vert. En examiner la qualité et voir s’il peut être employé à la construction de vaisseaux   .	9	P10585	C38424	['Louisiane']	Louisiane
213	Les essais ont prouvé que ce bois pouvait être utilement employé aux constructions.En faire venir de la Louisiane.	9	P10585	C38430	['Les', 'Louisiane']	Les,Louisiane
1	Frère de la Charité de Paris. Est destiné pour être chirurgien de l'hôpital de Louisbourg. Sera passager sur le Héros.	9	P40	C359	['Paris', 'hôpital de Louisbourg']	Paris,hôpital de Louisbourg
1	Cordier. Demande la place de maitre-cordier à Québec. M Horquart décidera la chose.	9	P68	C443	['Québec']	Québec
217	Le Roi a nommé Apollon le vaisseau de 50 canons que l’on construit à Rochefort.	9	P121	C649	['Rochefort']	Rochefort
217	Le Havre enverra 6000 pièces de bois pour sa construction.	9	P121	C647	['Le Havre']	Le Havre
6	M. de. Intendant de La Rochelle.	9	P402	C2548	['La Rochelle']	La Rochelle
6	Entretien de dépense du phare des Baleines, ile de Ré.	9	P402	C2544	['phare des Baleines', 'ile de Ré.']	phare des Baleines,ile de Ré.
6	On se servira pour les phares des iles de Ré et d'Oléron du charbon d'Angleterre qui coûte moitié prix de celui de St Etienne.	9	P402	C2549	['Ré', 'Oléron', 'Angleterre', 'St Etienne']	Ré,Oléron,Angleterre,St Etienne
6	Entretien de dépense du phare des Baleines, ile de Ré.	9	P402	C2545	['phare des Baleines', 'ile de Ré.']	phare des Baleines,ile de Ré.
6	Le produit de l'adjudication de la viande qui se vend pendant le carême sera attribué moitié entre l'hôpital général de Rochefort et celui de la Charité et des Orphelines.	9	P402	C2546	['Rochefort', 'la Charité', 'Orphelines']	Rochefort,la Charité,Orphelines
15	Détenu par les Espagnols à la Havane, en haine des services qu'il a rendus dans ce port aux négociant s français. Le Roi lui fait une pension de 1000 livres.	9	P717	C3488	['Espagnols', 'la Havane']	Espagnols,la Havane
18	Arquebusier. Demande à passer à la Martinique.	9	P843	C3760	['la Martinique']	la Martinique
25	de Mortagne. Matelot. Invalide. Décédé.	9	P1139	C4541	['Mortagne']	Mortagne
27	Chirurgien sur la Fée. Placet.	9	P1222	C4795	['Fée']	Fée
29	Charpentier. Demande à passer à la Martinique.	9	P1253	C4918	['la Martinique']	la Martinique
30	Va servir en qualité de sergent dans les troupes de la Louisiane. Sera passager sur la Perle.	9	P1279	C4975	['Louisiane', 'la Perle']	Louisiane,la Perle
30	Matelot à bord du Profond. Blessé dangereusement à l'ile Royale. Le capitaine de Saint Jursis demande, pour lui, la demi-solde.	9	P1318	C5052	['ile Royale']	ile Royale
30	Certificat du chirurgien-major de l'hôpital de Louisbourg, le religieux B. Vimeux.	9	P1318	C5050	['hôpital de Louisbourg']	hôpital de Louisbourg
34	Commande la flûte la Charente.	9	P1595	C5733	['Charente']	Charente
35	Le roi lui recommande de, dans ses instructions, ne pas relâcher à Saint Domingue, et de se rendre le plus vite possible à la Louisiane.	9	P1595	C5734	['Saint Domingue', 'Louisiane']	Saint Domingue,Louisiane
38	Sera passagère sur le Héros. Elle va rejoindre son mari qui commande le détachement du Régiment suisse, à l'ile Royale.	9	P1744	C6328	['ile Royale']	ile Royale
42	Sera passager sur la flûte la Charente, pour Cayenne.	9	P1967	C6851	['Charente', 'Cayenne']	Charente,Cayenne
42	Sergent. Décédé au fort-Royal, Martinique. Sa veuve demande à passer dans cette colonie. Placet.	9	P1999	C7057	['Martinique']	Martinique
44	Demande à passer à la Martinique.	9	P2109	C7488	['la Martinique']	la Martinique
45	demande à passer à Cayenne.	9	P2211	C7717	['Cayenne']	Cayenne
48	Faux-saunier. Evadé de l'hôpital de Rochefort. Repris.	9	P2293	C7947	['Faux-saunier', 'Rochefort']	Faux-saunier,Rochefort
52	Va servir à la Louisiane, comme cadet. Sera passager sur le Raudot.	9	P2536	C9696	['Louisiane', 'Raudot']	Louisiane,Raudot
56	Sera passager sur le Jason, pour le Canada.	9	P2742	C10169	['Canada']	Canada
57	Mineurs envoyés à la Louisiane. Leur solde.	9	P2789	C10344	['Louisiane']	Louisiane
57	Mineurs envoyés à la Louisiane. Leur solde.	9	P2789	C10345	['Louisiane']	Louisiane
58	On arme les vaisseaux de son escadre à Brest.	9	P2794	C10354	['Brest']	Brest
60	Recrue pour la Louisiane.	9	P2815	C10425	['Louisiane']	Louisiane
60	Devait être le second de la flûte la Gironde, avec M. D'Anqueville pour commandant. Celui-ci étant mort, il le remplacera.	9	P2897	C10726	['Gironde']	Gironde
60	Il est responsable de la personne de M. du Breuil, qui embarque sur la Gironde et qu'il doit remettre à son arrivée à Cayenne à M. D'Albon.	9	P2897	C10728	['Gironde', 'Cayenne']	Gironde,Cayenne
60	Il est responsable de la personne de M. du Breuil, qui embarque sur la Gironde et qu'il doit remettre à son arrivée à Cayenne à M. D'Albon.	9	P2897	C10729	['Gironde', 'Cayenne']	Gironde,Cayenne
69	Charpentier à La Louisiane. Sa femme à aller rejoindre.	9	P2864	C10573	['La Louisiane']	La Louisiane
72	Le Ministre l'a déchargée du paiement du frêt des sucres et indigos que feu M. D'Orgeville avait fait embarquer à Saint Domingue, sur l'Orox.	9	P2889	C10693	['Saint Domingue', 'Orox']	Saint Domingue,Orox
72	Capitaine réformé dans les troupes de la Louisiane. Sera passager sur la Perle.	9	P2890	C10695	['Louisiane', 'la Perle']	Louisiane,la Perle
72	A été à l'Ile d'Oléron pour faire cesser les désordes des soldats de nouvelle recrue.	9	P2890	C10694	"[""Ile d'Oléron""]"	Ile d'Oléron
57	Fermier général. Fera visiter, à Soubise, par les employés des fermes, les bâtiments anglais, pour chercher les soldats des compagnies franches qui peuvent s'y trouver.	9	P2956	C10831	['Soubise']	Soubise
57	Fermier général. Fera visiter, à Soubise, par les employés des fermes, les bâtiments anglais, pour chercher les soldats des compagnies franches qui peuvent s'y trouver.	9	P2956	C10832	['Soubise']	Soubise
67	Sa compagnie va relever celle de Boisrond, à Port-Louis.	9	P3204	C11567	['Port-Louis']	Port-Louis
68	Artillerie.	9	P3204	C11561	['Artillerie']	Artillerie
70	Lieutenant du régiment suisse de Kana. Sert à la Louisiane. Sera passager sur la Perle.	9	P3410	C12209	['Louisiane', 'la Perle']	Louisiane,la Perle
71	Pilote entretenu, pour la rivière de Québec, à 40 livres par mois.	9	P3430	C12327	['rivière de Québec']	rivière de Québec
74	Ancien capitaine au Régiment des Gardes Suisses. Son fils, qui va servir comme Cadet, à la Louisiane, sera passager sur l'Orox.	9	P3519	C12660	['Louisiane', 'Orox']	Louisiane,Orox
74	Receveur des Domaines à Cayenne.	9	P3562	C12792	['Domaines', 'Cayenne']	Domaines,Cayenne
74	Receveur des droits du Domaine d'Occident. A cédé ses fonctions à son gendre, Bompar, et est rentré en France. Le gendre n'ayant pas voulu rendre les comptes de son beau-père, le Roi a donné l'ordre d'arrêter ce dernier, de l'embarquer sur la Gironde, et de le ramener à Cayenne où il produira sa comptabilité.	9	P3562	C12793	"[""Domaine d'Occident"", 'France', 'Gironde', 'Cayenne']"	Domaine d'Occident,France,Gironde,Cayenne
75	Le Roi a bien voulu révoquer l'ordre de le renvoyer à Cayenne, mais il devra donner une bonne caution devant notaire, et s'obliger à payer le déficit trouvé dans les comptes.	9	P3562	C12791	['Cayenne']	Cayenne
75	Entrepreneur de fortifications à la Louisiane.	9	P3562	C12790	['Louisiane']	Louisiane
77	De Rochefort.  Demandent à passer à la Martinique.	9	P3686	C13267	['Rochefort', 'Martinique']	Rochefort,Martinique
77	Ecrivain. Passe de Rochefort à Brest.	9	P3724	C13362	['Rochefort', 'Brest']	Rochefort,Brest
80	Habitant de Cognac. Lui donner sur la flûte la Gironde, le passage et la table pour lui et sa famille.	9	P3815	C13599	['Cognac', 'Gironde']	Cognac,Gironde
82	Commandant le vaisseau le Jason, armé à Brest.	9	P3864	C13810	['Brest']	Brest
82	Parti pour Rochefort.	9	P3864	C13813	['Rochefort']	Rochefort
82	Devra à son arrivé à Québec faire sa déclaration au bureau du Domaine, des vins et eaux, de ce qu'il a à bord.	9	P3864	C13812	['Québec', 'Domaine']	Québec,Domaine
83	Va servir à la Louisiane, en qualité de Cadet.	9	P3923	C13975	['Louisiane']	Louisiane
83	Sera passagère sur le Jason, pour le Canada.	9	P3950	C14048	['Canada']	Canada
84	Vont servir à la Louisiane en qualité de cadets. Leur accorder le passage.	9	P3958	C14065	['Louisiane']	Louisiane
86	Fils du Capitaine des milices de Cayenne. Rejoindra cette colonie par la flûte la Charente.	9	P4147	C15235	['Cayenne', 'Charente']	Cayenne,Charente
87	Pilote entretenu au Canada. S'est noyé. Son remplaçant touchera 1000 livres.	9	P4228	C15769	['Canada']	Canada
92	Cordier à Marennes. Demande à aller rejoindre son oncle Raymond, à Québec. Accordé.	9	P4507	C16793	['Marennes', 'Québec']	Marennes,Québec
93	Sergent des troupes de la Louisiane. Fait prisonnier par les sauvages Chicachas. Délivré par les anglais. Arrive d'Angleterre. Le faire embarquer pour la Louisiane.	9	P4562	C17004	['Louisiane', 'Angleterre', 'Louisiane']	Louisiane,Angleterre,Louisiane
93	Arrivé trop tard pour partir par l'Orox ou la Flore. Gratification de 60 livres, pour frais de route.	9	P4562	C17002	['Orox', 'Flore']	Orox,Flore
94	Pilote entretenu pour la rivière de Québec, à 40 livres par mois.	9	P4599	C17185	['rivière de Québec']	rivière de Québec
95	Armateur. A offert au Ministre un navire à affréter pour la Louisiane.	9	P4633	C17267	['Louisiane']	Louisiane
95	Armateur. A offert au Ministre un navire à affréter pour la Louisiane.	9	P4633	C17268	['Louisiane']	Louisiane
95	Faux-saunier. Evadé de l'hôpital de Rochefort. Repris.	9	P4670	C17343	['Faux-saunier', 'Rochefort']	Faux-saunier,Rochefort
96	Sera passagère sur l'Orox pour la Nouvelle Orléans, où elle va gouverner la maison de M. de Bienville.	9	P4689	C17377	['Orox', 'Nouvelle Orléans']	Orox,Nouvelle Orléans
96	Occupe le poste de la Corderie.	9	P4704	C17404	['la Corderie']	la Corderie
96	Charpentier. Demande à passer à la Martinique.	9	P4743	C17506	['la Martinique']	la Martinique
100	De Saintes. En prison à l'ile d'Oléron. Sera transféré à la Louisiane pour y servir comme soldat. L'embarquer sur l'Orox.	9	P4869	C17997	"['Saintes', ""ile d'Oléron"", 'Louisiane', 'Orox']"	Saintes,ile d'Oléron,Louisiane,Orox
101	Capitaine de brûlot. Son fils, âgé de 17 ans, a fait déjà 4 campagnes au Canada. L'embarquer sur le Jason, en qualité d'officier marinier surnuméraire.	9	P4875	C18005	['Canada']	Canada
105	Charpentier. Engagé à 60 livres par mois, pour le Canada. Travaille à la construction des navires.	9	P5069	C18420	['Canada']	Canada
105	Receveur des droits de la tour de Cordouan. A 50000 livres en caisse.	9	P5081	C18444	['tour de Cordouan']	tour de Cordouan
106	Sergent dans les troupes de la Louisiane. Lui accorder son passage pour cette colonie.	9	P5142	C18572	['Louisiane']	Louisiane
109	Se marie avec le sieur de Beauvais, fils, écrivain.	9	P5287	C18880	['Beauvais']	Beauvais
111	A commandé la flûte l'Orox, en juillet et août 1735, pour le conduire du Havre à Rochefort.	9	P5356	C19142	['Orox', 'Havre', 'Rochefort']	Orox,Havre,Rochefort
112	Va servir à la Louisiane. Lui accorder le passage.	9	P5442	C19852	['Louisiane']	Louisiane
114	Curé de Rochefort. Demande le bout de la rue Saint Hubert pour agrandir et compléter son hôpital.	9	P5563	C20184	['Rochefort']	Rochefort
139	Lieutenant du roi à Saint Domingue. Sera passager sur la Baleine, pour cette colonie.	9	P5618	C20638	['Saint Domingue', 'Baleine']	Saint Domingue,Baleine
136	Vont servir à La Louisiane, comme Cadets. Seront passagers sur la Perle. Ce sont deux jeunes gentilhommes ont perdu leur père au service du roi.	9	P7143	C26141	['La Louisiane', 'la Perle']	La Louisiane,la Perle
117	Maître charpentier. Etait embarqué, en 1739, sur le Rubis. M. Hocquart demande qu'on le lui envoie à Québec pour choisir et faire couper dans les forêts, les bois nécessaires à la construction d'une flûte.	9	P5768	C21455	['Rubis', 'Québec']	Rubis,Québec
117	Les conditions qu'il pose pour aller au Canada paraissent exorbitantes au Ministre : il veut être payé 50 livres par mois.	9	P5768	C21454	['Canada']	Canada
120	Major du Régiment Royal-Bavière. Recrues pour la Louisiane.	9	P5934	C21829	['Louisiane']	Louisiane
123	Envoie de Dunkerque six pierriers de fonte, achetés dans ce port.	9	P10702	C38797	['Dunkerque']	Dunkerque
123	Ecrivain ordinaire au Havre. Nommé écrivain principal. Vient servir à Rochefort.	9	P10702	C38796	['Havre', 'Rochefort']	Havre,Rochefort
123	Major à Cayenne. Lui réserver 7 tonneaux de fret sur la flûte la Gironde.	9	P6070	C22271	['Cayenne', 'Gironde']	Cayenne,Gironde
126	Procureur des missions des Jésuites aux iles. Envoie deux missionnaires et 12 tonneaux de provisions à Cayenne.	9	P6235	C22670	['Cayenne']	Cayenne
126	Envoie trois missionnaires à Saint Domingue.	9	P6235	C22669	['Saint Domingue']	Saint Domingue
126	Va servir à la Louisiane, en qualité de Cadet. Lui donner son passage.	9	P6255	C22748	['Louisiane']	Louisiane
129	Sera passager sur le Héros pour Louisbourg.	9	P6431	C23133	['Louisbourg']	Louisbourg
130	Demande à renvoyer à la Martinique, une petite mulatresse, chez son père M. Renaudier. Accordé.	9	P6460	C23230	['Martinique']	Martinique
133	Proposé par le sieur Belliveau comme pilote au Canada.	9	P6635	C23933	['Canada']	Canada
133	Maître des forges de Ruffec appartenant à Madame la Duchesse de Saint Simon.	9	P6637	C23936	['Ruffec']	Ruffec
133	Maître des forges de Ruffec appartenant à Madame la Duchesse de Saint Simon.	9	P6637	C23937	['Ruffec']	Ruffec
135	Va servir à l'ile Royale, en qualité de Cadet. Sera passager sur le Héros.	9	P6685	C24061	['ile Royale']	ile Royale
143	S'est rendu à Oléron pour la distribution des recrues.	9	P6982	C25575	['Oléron']	Oléron
144	Sera passager sur l'Orox, pour la Louisiane, où il va servir comme Cadet.	9	P7004	C25720	['Orox', 'Louisiane']	Orox,Louisiane
144	Tonnelier. Demande à passer à Saint Domingue.	9	P7081	C25915	['Saint Domingue']	Saint Domingue
145	A demandé la main levée des 280 arbres marqués dans la paroisse de Lezay. Refusé.	9	P7112	C26057	['Lezay']	Lezay
148	Gouverneur de l'ile d'Aix.	9	P7207	C26336	"[""ile d'Aix""]"	ile d'Aix
148	Charpentier calfat. Destiné à la Louisiane.	9	P7232	C26397	['Louisiane']	Louisiane
153	Supérieur des Capucins de la Louisiane. Part de Paris pour Rochefort avec 4 missionnaires de son ordre. Leur donner passage pour la Colonie.	9	P7491	C27298	['Louisiane', 'Paris', 'Rochefort', 'Colonie']	Louisiane,Paris,Rochefort,Colonie
153	Va se marier avec le sieur de Givry.	9	P7510	C27335	['Givry']	Givry
155	Garçon chirurgien embarqué sur la flûte la Baleine. Demande à servir à l'hôpital de Rochefort.	9	P7584	C27511	['Rochefort']	Rochefort
158	Soldat de nouvelle recrue. Retourné à Paris. Dit avoir été congédié à Rochefort.	9	P7681	C27787	['Paris', 'Rochefort']	Paris,Rochefort
159	Sera passager sur le Jason, pour le Canada.	9	P7758	C28071	['Canada']	Canada
159	Garde de la Marine. Embarqué sur la flûte la Baleine. A été malade 6 jours à l'hôpital de Fort Royal.	9	P7771	C28085	['Fort Royal']	Fort Royal
162	Demande à passer à Saint Domingue.	9	P7997	C28598	['Saint Domingue']	Saint Domingue
166	Charpentier à la Louisiane. Sa femme demande à le rejoindre.	9	P8378	C30478	['Louisiane']	Louisiane
169	Caporal du régiment suisse de Karrer. Sera passager sur l’ Orox, pour la Louisiane.	9	P8555	C30906	['Orox', 'Louisiane']	Orox,Louisiane
172	Devait être envoyé au Canada. Le laisser en prison et attendre une occasion pour la Louisiane.	9	P8778	C31812	['Canada', 'Louisiane']	Canada,Louisiane
172	Ci devant capitaine dans les troupes de la Louisiane. A obtenu sa retraite dans cette colonie. Sa femme demande à aller le rejoindre. Sera passagère sur l’Orox.	9	P8813	C31884	['Louisiane', 'Orox']	Louisiane,Orox
176	Mouillé à l’île d’Aix.	9	P8955	C32492	['île d’Aix']	île d’Aix
176	Enseigne de vaisseau embarqué sur la flûte La Gironde. 	9	P8955	C32490	['La Gironde']	La Gironde
176	Négociant à La Rochelle créancier de Monsieur de Rambures.	9	P8975	C32530	['La Rochelle']	La Rochelle
176	Négociant à La Rochelle créancier de Monsieur de Rambures.	9	P8975	C32531	['La Rochelle']	La Rochelle
178	Enseigne du régiment Suisse. Va servir à l’île Royale.	9	P8985	C32545	['Suisse', 'île Royale']	Suisse,île Royale
178	Cordier à Marennes. Demande à aller rejoindre son frère à Québec. Accordé.	9	P9017	C32674	['Marennes', 'Québec']	Marennes,Québec
179	A relâché à Brest, avec Le Profond. Ralliera Rochefort dès que le temps le permettra. 	9	P9410	C34156	['Brest', 'Rochefort']	Brest,Rochefort
179	Arrivé à Rochefort.	9	P9410	C34157	['Rochefort']	Rochefort
180	Lui accorder son passage pour la Louisiane, où il va servir comme cadet.	9	P9104	C32896	['Louisiane']	Louisiane
181	Demandent à passer à Cayenne. 	9	P9188	C33174	['Cayenne']	Cayenne
182	Charpentier. Demande à passer à la Martinique.	9	P9200	C33203	['la Martinique']	la Martinique
186	Réparation de sa gabarre qui a fait naufrage en portant du bois pour Rochefort.	9	P9358	C33842	['Rochefort']	Rochefort
195	Demandent à passer à la Martinique.	9	P9655	C35481	['Martinique']	Martinique
196	Chirurgien entretenu. Va servir trois ans à la Nouvelle Orléans sur le pied de 1200 livres d'appointements, sera passager sur La Perle.	9	P9668	C35569	['Nouvelle Orléans', 'La Perle']	Nouvelle Orléans,La Perle
198	Va servir à l’ île Royale comme cadet. Sera passager sue le Héros .	9	P9764	C35772	['île Royale']	île Royale
200	Sellier à Rochefort. Fourniture d’équipages de chevaux pour la Louisiane .	9	P9845	C35959	['Rochefort', 'Louisiane']	Rochefort,Louisiane
200	Envoie 10 tonneaux de provisions pour les mines de Québec.	9	P9862	C36004	['Québec']	Québec
200	Entrepreneur des forges de fer du Canada.	9	P9862	C36003	['Canada']	Canada
202	S’est mal conduit avec les habitants de Saint Denis.	9	P9984	C36452	['Saint Denis']	Saint Denis
202	Enseignes dans le Régiment de Bavière. Se sont rendus à Rochefort, se prétendant Capitaines des  Allemands engagés pour le Louisiane. Le ministre leur offre des places de lieutenants réformés .	9	P9985	C36453	['Enseignes', 'Rochefort', 'Louisiane']	Enseignes,Rochefort,Louisiane
202	Partiront pour la Louisiane, comme lieutenants.	9	P9985	C36455	['Louisiane']	Louisiane
203	Habitant de Québec. Sera passager de Le Rubis.	9	P10031	C36583	['Québec']	Québec
204	Soldat de la compagnie de Pensens, à l’île Royale. Réformé.	9	P10053	C36623	['Pensens', 'île Royale']	Pensens,île Royale
204	Sergent. A servi au Canada. Engagé pour la Louisiane. Sera passager de l’ Orox .	9	P10067	C36640	['Canada', 'Louisiane']	Canada,Louisiane
205	S’ est rendu à Rochefort et à examiné les réparations à faire aux fosses aux mats.	9	P10093	C36689	['Rochefort']	Rochefort
205	Demande à passer à Québec avec sa femme et ses quatre enfants. Accordé .	9	P10096	C36692	['Québec']	Québec
205	Armateur.Offre au Ministre un navire pour porter des troupes à la Louisiane.	9	P10099	C36703	['Louisiane']	Louisiane
205	Armateur.Offre au Ministre un navire pour porter des troupes à la Louisiane.	9	P10099	C36704	['Louisiane']	Louisiane
207	Pilote de Marennes. Détaché à Paris au dépôt des cartes et plans pour le dépouillement des journaux de bord.	9	P10165	C36936	['Marennes', 'Paris']	Marennes,Paris
208	Recruté à Paris. Déserteur expédié au Canada.	9	P10234	C37097	['Paris', 'Canada']	Paris,Canada
208	On lui accorde son passage pour Saint Domingue.	9	P10285	C37524	['Saint Domingue']	Saint Domingue
208	Une passagère de l’ Orox, pour la Louisiane, où elle va rejoindre son mari qui est charpentier.	9	P10293	C37537	['Orox', 'Louisiane']	Orox,Louisiane
208	Charpentier.Engagé à 50 livres par mois, pour le Canada.	9	P10294	C37538	['Canada']	Canada
208	Procureur de la mission des Récolets missionnaires, de la province de Bretagne.	9	P10303	C37548	['province de Bretagne']	province de Bretagne
209	Procureur des missions des Dominicains aux îles. Fera embarquer deux missionnaires sur le Profond.	9	P10377	C37809	['Profond']	Profond
209	Procureur des missions des Dominicains aux îles. Fera embarquer deux missionnaires sur le Profond.	9	P10377	C37810	['Profond']	Profond
211	Chirugien. Obtient le passage pour saint Domingue .	9	P10446	C38027	['Chirugien']	Chirugien
211	Vont servir à la Louisiane, comme cadets « ce sont deux pauvres gentilhommes,qui ont de la bonne volonté ».	9	P10458	C38057	['Louisiane']	Louisiane
212	Mineur engagé pour le Louisiane.décédé.	9	P10492	C38139	['Louisiane']	Louisiane
212	Demande pour le port de Toulon du bois et du goudron de la Louisiane.	9	P10558	C38377	['Toulon', 'Louisiane']	Toulon,Louisiane
214	Va faire les fonctions de commissaire et contrôleur dans la colonie de Cayenne. Lui accorder le passage de deux valets et le fret de deux tonneaux.	9	P10603	C38470	['Cayenne']	Cayenne
214	Religieux de la Charité, ordre de saint Jean de Dieu, Province de France, Chirurgien major de l'hôpital Royal de Louisbourg en l île Royale de Canada. Certificat délivré au matelot Bourget, blessé à bord du Profond.	9	P10612	C38515	['Province de France', 'hôpital Royal de Louisbourg', 'île Royale de Canada']	Province de France,hôpital Royal de Louisbourg,île Royale de Canada
5	Demande à passer à Saint Domingue.	9	P358	C2460	['Saint Domingue']	Saint Domingue
5	Passagère sur la Perle.	9	P373	C2494	['la Perle']	la Perle
14	Va servir à Brest.	9	P672	C3307	['Brest']	Brest
16	Sergent des compagnies Franches mis à la demi-solde.	9	P760	C3598	['Franches']	Franches
17	Voir Pardieu. Cadet des colonies.	9	P831	C3734	['Pardieu']	Pardieu
17	Demande son passage pour la Louisiane.	9	P841	C3754	['Louisiane']	Louisiane
17	Pas de place sur la Somme. Attendra la Charente.	9	P841	C3755	['Somme', 'Charente']	Somme,Charente
22	Nommé au contrôle de la Louisiane. Sera dirigé sur cette colonie.	9	P1016	C4270	['Louisiane', 'Sera']	Louisiane,Sera
22	Lui accorder 4 tonneaux de fût sur la flûte la Somme.	9	P1016	C4269	['Somme']	Somme
24	Commis principal au Croisic. Va servir à La Rochelle. Le Ministre lui accorde une augmentation d'appointements de 300 livres.	9	P1073	C4411	['Croisic', 'La Rochelle']	Croisic,La Rochelle
24	Fera les fonctions de trésorier des Invalides pour améliorer sa situation.	9	P1073	C4412	['Invalides']	Invalides
36	Commandant du Labrador. Gratification de 300 livres de poudres, 300 livres de plomb et 30 fusils.	9	P1536	C5599	['Labrador']	Labrador
41	Demande à passer à Saint Domingue.	9	P1909	C6723	['Saint Domingue']	Saint Domingue
48	Embarqué sur la flûte la Somme.	9	P2320	C7978	['Somme']	Somme
48	Député de commerce de La Rochelle.	9	P2400	C8169	['La Rochelle']	La Rochelle
48	Aide d'artillerie. Vient servir à Rochefort.	9	P2376	C8120	['Rochefort']	Rochefort
50	Le sieur de Ruis va visiter ces bois avec un contre-maître charpentier.	9	P2467	C8337	['Ruis']	Ruis
50	Le sieur de Ruis va visiter ces bois avec un contre-maître charpentier.	9	P2467	C8338	['Ruis']	Ruis
69	Directeur de la Compagnie des Indes, à Lorient.	9	P2845	C10537	['Lorient']	Lorient
69	Envoi de 500 barils de goudron de la la Louisiane, de Rochefort à Lorient.	9	P2845	C10538	['Louisiane', 'Rochefort', 'Lorient']	Louisiane,Rochefort,Lorient
57	Enseigne de vaisseau. Va servir à Brest.	9	P2936	C10795	['Brest']	Brest
64	Tenant l'auberge du Dauphin. Réclame 1648 livres à divers officiers. Placet.	9	P3142	C11376	['auberge du Dauphin']	auberge du Dauphin
67	Va servir à Brest.	9	P3303	C11875	['Brest']	Brest
75	Major de la Guadeloupe. Sera passager sur la Gironde.	9	P3572	C12828	['Guadeloupe', 'Gironde']	Guadeloupe,Gironde
86	Soldat recruté à Paris. Est à l'ile d'Oléron. Lui donne son congé.	9	P4130	C15188	"['Paris', ""ile d'Oléron""]"	Paris,ile d'Oléron
89	Fourniture de 10600 livres de lard salé pour la Louisiane.	9	P4333	C16178	['Louisiane']	Louisiane
89	Aide d'artillerie. Est à Périgueux. Vient servir à Rochefort.	9	P4348	C16240	['Périgueux', 'Rochefort']	Périgueux,Rochefort
90	De Vienne. Va servir dans les troupes du Canada. Sera passager sur le Rubis.	9	P4425	C16411	['Vienne', 'Canada']	Vienne,Canada
91	Voir Villiers. Le Ministre lui accorde 6 mois d'avances au lieu de 3, vu la longueur et la nature de la campagne qu'il va faire à la Louisiane.	9	P4421	C16400	['Louisiane']	Louisiane
91	Voir Villiers. Le Ministre lui accorde 6 mois d'avances au lieu de 3, vu la longueur et la nature de la campagne qu'il va faire à la Louisiane.	9	P4421	C16401	['Louisiane']	Louisiane
93	Déserteur de la compagnie de Liesta. Arrêté à Poitiers. Le conduire à Rochefort.	9	P4528	C16875	['Arrêté', 'Poitiers', 'Rochefort']	Arrêté,Poitiers,Rochefort
95	Garde-magasin du Roi, à la Louisiane. Procès-verbal des manques et avaries trouvés dans le chargement du navire la Perle.	9	P4681	C17360	['Garde-magasin du Roi', 'Louisiane']	Garde-magasin du Roi,Louisiane
100	Sera passager sur le Rubis, par Québec.	9	P4848	C17906	['Québec']	Québec
107	Nommé Commis principale des classes à l'ile de Ré.	9	P5174	C18626	['Ré.']	Ré.
108	Marchand. De Laval. Demande à être payé de sa fourniture de bois.	9	P5264	C18830	['Laval', 'Demande']	Laval,Demande
111	Tonnelier. Demande à passer à Saint Domingue.	9	P5364	C19159	['Saint Domingue']	Saint Domingue
114	Orfèvre. De Cognac. Inscrit sur le registre des classes. Réclamation.	9	P5577	C20244	['Cognac']	Cognac
116	Sa compagnie, débarquée du Jason, part de Rochefort pour Brest.	9	P5611	C20513	['Rochefort', 'Brest']	Rochefort,Brest
143	Il est absolument nécessaire de l'enfermer. Régler sa pension et son entretien chez les cordeliers de La Rochelle.	9	P5632	C20718	['La Rochelle']	La Rochelle
